id,title,author,genre,publisher,year
19325,Arms and the Man,"Collette Zieme Esq., Leone Ondricka IV",Humor,Borgo Press,2001
19044,I Know Why the Caged Bird Sings,Nichole Wiza,Crime/Detective,Bison Books,2005
19379,Half-Life 2: Episode Two,Delma Crooks,Mythopoeia,Jaico Publishing House,2015
19003,The Wizard of Oz,"Wilhemina Wehner DC, Augustina Conn",Folklore,NavPress,2019
18993,Bayonetta,"Erick Dooley I, Morton Medhurst, Maynard Bartoletti Ret.",Short story,"Harry N. Abrams, Inc.",2002
19156,Mass Effect 2,"Caroline Mayer, Everett Heller, Jayme Senger, Camelia Huels",Tall tale,Libertas Academica,2013
19380,Donnie Darko,Chet Runolfsdottir,Mythology,Voyager Books,2008
19274,The General,"Iliana Nicolas, Rev. Justin MacGyver, Jim Renner, Zelma Rempel, Jerold Armstrong JD, Rev. Susanna Christiansen",Realistic fiction,Horizon Scientific Press,2000
19535,Metroid Prime 3: Corruption,"Kaci Skiles, Johnnie Hoeger, Tessa Pfeffer DC",Short story,BBC Books,2006
19164,Supernatural,Jesus Thompson,Historical fiction,Mandrake Press,2014
18981,Fire Emblem Awakening,Raul Roob III,Short story,Harlequin Enterprises Ltd,2001
19456,Hands All Over,Clarence Gulgowski,Folklore,Shoemaker & Hoard Publishers,2004
18860,Call of Duty: Black Ops 4,Maxwell Bogan Jr.,Suspense/Thriller,Candlewick Press,1999
19526,Fear and Trembling,Rosaura West,Science fiction,Eel Pie Publishing,1911
19153,The Far-Distant Oxus,Hyacinth Shields IV,Essay,George Routledge & Sons,2002
19539,Heat,Stasia Hoppe,Fantasy,Edupedia Publications,2014
19018,In a Dry Season,"Msgr. Rory Kirlin, Thurman Bruen",Mythology,HarperCollins,2002
18934,Hitman: Absolution,Lynn Runte,Suspense/Thriller,Kensington Books,2013
19253,Slippery When Wet,Asa Rogahn,Tall tale,Lethe Press,1993
19496,Wii Music,Asa Rogahn,Horror,HarperPrism,2008
18875,When the Green Woods Laugh,Prof. Jason Breitenberg,Narrative nonfiction,Book League of America,2010
19384,Sleeping Dogs,"Alex Ledner, Tyson Treutel, Numbers Howell DDS",Fable,Haynes Manuals,2005
19209,Finding Nemo,Pres. Mathilda Lebsack,Horror,Anvil Press Poetry,2018
18912,Whiplash,Antoine Mosciski,Legend,Library of America,2011
18959,Lawrence of Arabia,"Tod Kris, Jenni Kautzer",Realistic fiction,Hodder Headline,2005
18990,Recalled to Life,Samara Cassin,Fiction narrative,Peace Hill Press,1976
19445,Pokémon Black 2,Kari Wiegand,Fable,Focal Press,2003
19268,Vertigo,Pinkie Kutch,Horror,Blackie and Son Limited,1967
19112,Braveheart,Roberta Swift,Realistic fiction,Belknap Press,1985
19000,Little Hands Clapping,Alina Oberbrunner,Realistic fiction,Kogan Page,2015
19255,Persona,"Fr. Shirley Jones, Rosaura West",Folklore,University of Chicago Press,1979
19004,BioShock,"Eleanor Stark, Reynalda Conn, Sung Lindgren",Fiction narrative,University of Michigan Press,1839
19124,Fight Club,Prof. Jeff Batz,Science fiction,T & T Clark,1981
18898,Whitney Houston,"Maynard Bartoletti Ret., Erick Dooley I, Morton Medhurst",Fantasy,T & T Clark,2002
18908,Vertigo,Pinkie Kutch,Horror,Mandrake Press,1982
19387,The Sign,"Andre Ebert, Sen. Andera Beer",Fairy tale,Applewood Books,1995
18876,For Whom the Bell Tolls,Stephan Cassin,Mythology,Blackstaff Press,1995
18861,Kirby's Adventure,"Ursula O'Connell, Terica Sanford",Folklore,Hachette Book Group USA,2022
19447,A Handful of Dust,"The Hon. Mac Thiel, Sonia Hauck",Historical fiction,Leaf Books,2024
19083,Pokémon Y,"Agustin Stanton III, Keneth Crist",Mythopoeia,ECW Press,1983
19116,Super Meat Boy,"Stacy Quitzon, Ocie Barton, Matthew Stark",Legend,Bantam Spectra,1835
19295,The Shawshank Redemption,Collette Zieme Esq.,Fantasy,FabJob,1981
18973,"HIStory: Past, Present and Future, Book I","Crysta Armstrong, Salvador D'Amore",Speech,University of Nebraska Press,1991
18974,Animal Crossing,Elfrieda Grant,Narrative nonfiction,Allen Ltd,1948
19201,The Green Bay Tree,"Mui Upton DC, Audrea Reynolds",Reference book,Darakwon Press,2013
19189,The Stars' Tennis Balls,Efren Bayer V,Science fiction,Victor Gollancz Ltd,1987
19214,F.E.A.R.,Sadye Romaguera,Textbook,Nauka,1994
18870,The Terminator,Bert Daugherty,Historical fiction,Tachyon Publications,2012
19565,Groundhog Day,Nadene Gorczany,Historical fiction,Addison-Wesley,1990
19453,The Thing,"Rocio Cremin, Lawerence Collins",Mystery,Firebrand Books,2026
18906,Fame Is the Spur,Joline Nitzsche CPA,Narrative nonfiction,Blackie and Son Limited,1979
18859,Pokémon Omega Ruby,"Deanne Cummerata, Aldo White",Metafiction,Emerald Group Publishing,2009
19403,Of Human Bondage,Cassi Herman,Folklore,Parragon,1978
19311,To Sail Beyond the Sunset,Sen. Justin Haley,Historical fiction,Martinus Nijhoff Publishers,1992
19502,Puyo Puyo Tetris,"Msgr. Frances Fritsch, Broderick Lebsack, Rudy Wisozk, Elijah Bernhard",Fantasy,Jaico Publishing House,1991
19466,Banjo-Kazooie: Grunty's Revenge,Thurman Bruen,Realistic fiction,Etruscan Press,1985
19324,Dota 2,Sonia Hauck,Humor,Daedalus Publishing,2007
19458,Highway Blossoms,Antoine Mosciski,Fanfiction,Harvard University Press,1869
19022,A Time to Kill,"Bette Berge Jr., Elliot Gerhold, Pres. Thanh Harber",Humor,Dedalus Books,1991
19590,Pokémon Sun,Pres. Mathilda Lebsack,Fairy tale,NavPress,1982
19002,Taxi Driver,Birgit Ryan Sr.,Comic/Graphic Novel,University of California Press,2000
19032,Whitney Houston,"Maynard Bartoletti Ret., Erick Dooley I, Morton Medhurst",Fantasy,Leafwood Publishers,2025
19373,In the Name of the Father,Evelyne Predovic,Science fiction,Imperial War Museum,1986
19499,Bastion,Msgr. Doyle Koch,Historical fiction,Unfinished Monument Press,2026
19127,The Grand Budapest Hotel,Zackary Kassulke,Mythology,Academic Press,1996
19012,Team Fortress 2,Bruna Skiles,Fiction narrative,Holland Park Press,1976
18854,Brandy of the Damned,"Annalee Johnson, Verlie Gislason, Quinn Bechtelar",Folklore,Oberon Books,1996
19340,Dog Day Afternoon,Tod Kris,Classic,Random House,1981
18976,Cinema Paradiso,Pres. Doug Donnelly,Fable,Oberon Books,0
18905,Mr. Smith Goes to Washington,Rickey Green,Fiction narrative,Reed Elsevier,1983
19130,Pokémon Black,Bert Daugherty,Mythopoeia,Hackett Publishing Company,1991
19137,Star Wars: Episode V - The Empire Strikes Back,"Tyson Treutel, Numbers Howell DDS",Reference book,George Routledge & Sons,1993
19084,Blue Remembered Earth,Kimber Wolff,Metafiction,Etruscan Press,2005
19342,Have His Carcase,Yuri O'Reilly,Fairy tale,Breslov Research Institute,1983
19250,Raging Bull,Lyda Terry,Horror,Newnes,2025
19347,Command & Conquer 3: Tiberium Wars,Delma Crooks,Essay,BBC Books,1989
18948,Dwarf Fortress,"Amb. Deon Herman, Gerda Torphy, Vincenza Jerde",Narrative nonfiction,Cisco Press,2010
19285,Grave of the Fireflies,"Delmy Blanda, Arden Crooks, Huey Grady",Humor,Lion Hudson,1988
18850,Toy Story 3,Joan Quigley,Fable,Verso Books,2021
19318,Just Cause 2,"Milton Graham, Son Mueller",Historical fiction,Shire Books,0
19396,The Man Within,Shane Homenick Sr.,Short story,St. Martin's Press,2022
19216,Civilization III,Audra Wehner Jr.,Mystery,Verso Books,1976
18962,Inside Out,Rickey Green,Folklore,Manor House Publishing,2025
18903,Citizen Kane,Karin Gerlach,Realistic fiction,Left Book Club,2017
19222,Sunrise: A Song of Two Humans,"Garfield Blick, Olin Windler, Denisha Cassin",Suspense/Thriller,Cloverdale Corporation,1977
19086,Alien,Lean Daugherty,Humor,Marshall Pickering,1984
19206,Doom,Pres. Sean Raynor,Short story,Darakwon Press,1993
19310,True Blue,"Thanh Prohaska, Fr. Kacy Reilly",Narrative nonfiction,Blue Ribbon Books,1982
19332,The Wealth of Nations,Doretta Schuppe,Historical fiction,Taunton Press,2025
18883,Crysis,Alfonzo Hilpert,Textbook,Hodder & Stoughton,1987
19354,The Lord of the Rings: The Return of the King,Donn Jaskolski,Fable,Mandrake Press,2000
19139,Spirited Away,"Andra Reilly, Tabetha Fisher",Classic,Nauka,1998
18944,Counter-Strike: Source,Arlinda Huel,Humor,Voyager Books,1984
19077,Rush,"Lynn Leffler, Brady Mante",Fiction narrative,Pathfinder Press,1987
19134,Indiana Jones and the Last Crusade,"The Hon. Mac Thiel, Sonia Hauck",Fiction in verse,Vintage Books at Random House,2021
18868,Bayonetta 2,"Thanh Prohaska, Fr. Kacy Reilly",Classic,University of Chicago Press,1981
18891,Grease: The Original Soundtrack from the Motion Picture,Del Kautzer,Fantasy,ECW Press,1983
19144,Born in the U.S.A.,"Kellie Kirlin, Derek Doyle",Textbook,Unfinished Monument Press,1925
18945,Pokémon Ultra Sun,Patricia Lueilwitz,Essay,Harvest House,1983
18933,The Treasure of the Sierra Madre,"Son Mueller, Milton Graham",Metafiction,New Directions Publishing,1977
19392,The Daffodil Sky,"Randal Ortiz, Brandon Kling",Humor,Mandrake of Oxford,2012
19441,Ring of Bright Water,Felix Rice IV,Short story,Simon & Schuster,1973
19155,An Acceptable Time,"Buddy Ward, Benedict Stark, Thu Lesch",Fable,Book Works,1984
19345,Pokémon Blue,Arlinda Huel,Tall tale,Newnes,1824
19233,Halo: Reach,"Sondra O'Reilly, Jeffrey Cassin",Fable,Bloodaxe Books,2026
18856,Call of Duty: Black Ops III,Chantelle McLaughlin,Fable,Taunton Press,2002
18963,Look to Windward,Dominic Jones,Essay,E. P. Dutton,2015
19486,Ricochet,"Solange Marks, Donn Jaskolski",Speech,Anvil Press Poetry,2002
19162,Day of Defeat,Jeffrey Cassin,Humor,Banner of Truth Trust,2016
19484,Some Buried Caesar,Odessa Hartmann,Fable,Holt McDougal,1983
19288,Nectar in a Sieve,"Salvador D'Amore, Crysta Armstrong",Fiction narrative,George Routledge & Sons,1982
19386,The Curious Incident of the Dog in the Night-Time,Mrs. Serafina Mohr,Suspense/Thriller,O'Reilly Media,1981
19362,Music Box,Mrs. Serafina Mohr,Western,Mandrake Press,2016
18943,Whitney Houston,"Maynard Bartoletti Ret., Erick Dooley I, Morton Medhurst",Fantasy,Hodder Headline,2022
19027,Casablanca,Delbert Emmerich II,Narrative nonfiction,Flame Tree Publishing,2025
19015,Pokémon Blue,Arlinda Huel,Tall tale,Blackie and Son Limited,1843
19364,The Wives of Bath,Sen. Jerrell Mills,Textbook,Nauka,2012
19568,The Legend of Zelda: Twilight Princess,Msgr. Roosevelt Daugherty,Horror,Blue Ribbon Books,2020
19512,God of War,Doyle Hahn II,Fiction narrative,O'Reilly Media,1853
18851,Pokémon Alpha Sapphire,Apryl Hills,Metafiction,University of Alaska Press,1979
19510,The Skull Beneath the Skin,Grant Von,Science fiction,André Deutsch,1848
19272,Cover Her Face,Tara Gleason,Historical fiction,Ballantine Books,1909
19104,North by Northwest,Mrs. Serafina Mohr,Biography/Autobiography,Hachette Book Group USA,1995
19356,After Many a Summer Dies the Swan,Sen. Justin Haley,Folklore,Charles Scribner's Sons,2004
18932,Paper Moon,"Tyson Treutel, Numbers Howell DDS",Classic,University of Minnesota Press,2025
19080,Cidade de Deus,Justin Wiza,Short story,Blackwell Publishing,2008
19424,Star Wars: Episode IV – A New Hope,Annabell Block Ret.,Realistic fiction,Shuter & Shooter Publishers,1984
19341,I Will Fear No Evil,Travis Moore,Crime/Detective,Allen Ltd,1981
19574,The Truman Show,Vera Roob,Western,HarperTrophy,1998
19079,Wii Play,Stephen Goodwin,Classic,Dalkey Archive Press,2008
18978,A Swiftly Tilting Planet,"Sam Langosh, Charlie Labadie LLD",Metafiction,Central European University Press,1978
19551,Minecraft,"Vincenza Jerde, Normand Walter, Amb. Deon Herman, Maynard Strosin CPA, Gerda Torphy",Folklore,Chambers Harrap,1970
18874,Kirby's Dream Land,Doyle Hahn II,Horror,Open University Press,1997
19435,Whitney,"Crysta Armstrong, Salvador D'Amore",Fiction in verse,Casemate Publishers,2012
18946,The Lord of the Rings: The Fellowship of the Ring,Bennie Friesen V,Fairy tale,Vintage Books at Random House,1999
19415,Millennium,"Son Mueller, Milton Graham",Biography/Autobiography,Scholastic Press,1979
18982,Saving Private Ryan,Karin Gerlach,Short story,Random House,1985
19234,"Those Barren Leaves, Thrones, Dominations","Crysta Armstrong, Salvador D'Amore",Fairy tale,University of Akron Press,1998
19011,Confessions,"Efrain Schiller, Nicky Bailey",Narrative nonfiction,Sidgwick & Jackson,2021
19118,O Jerusalem!,Maynard Bartoletti Ret.,Crime/Detective,Open University Press,1983
19498,I Sing the Body Electric,"Elijah Bernhard, Msgr. Frances Fritsch, Rudy Wisozk",Narrative nonfiction,Open University Press,2025
19082,The Mermaids Singing,"Claudio Gleason, Audrea Reynolds, Antonio Hettinger, Mui Upton DC",Folklore,New Directions Publishing,1993
18871,Civilization V,Vanessa Haley,Fairy tale,New Directions Publishing,2011
19308,No Highway,"Armando Sipes DDS, Carlos Hansen",Crime/Detective,New Village Press,1890
19406,Back to the Future,Chante Stamm,Legend,Mark Batty Publisher,1997
19129,Casino,Xuan Shields DO,Mystery,Unknown,1989
19183,Fortnite,Sung Lindgren,Science fiction,Leaf Books,1981
19076,Intouchables,"Awilda Sauer Sr., Amos Schaden VM, Chantelle McLaughlin, Jenniffer Greenholt",Textbook,Harvest House,2024
19143,X&Y,Sonia Hauck,Legend,Brill Publishers,2013
19191,Crash Bandicoot,Vernice Gislason,Metafiction,Unknown,1896
18961,Dangerous,Jeffrey Cassin,Crime/Detective,Marshall Cavendish,1971
19099,Dunkirk,Dinah Anderson,Fable,Harcourt Trade Publishers,1999
19204,It Happened One Night,Vera Roob,Short story,George Routledge & Sons,2018
18853,Mario Kart DS,Prudence Cassin V,Mystery,Reed Publishing,1977
19314,Princess Mononoke,"Kaci Skiles, Tessa Pfeffer DC, Johnnie Hoeger",Short story,McGraw Hill Financial,1886
19229,Ring of Bright Water,Felix Rice IV,Short story,Dalkey Archive Press,1984
18995,A Beautiful Mind,Pres. Cesar MacGyver,Narrative nonfiction,Booktrope,1994
19175,2001: A Space Odyssey,Donn Jaskolski,Science fiction,Signet Books,1998
19254,Pale Kings and Princes,Mr. Era Olson,Tall tale,Voyager Books,2026
18954,A Passage to India,"Thurman Bruen, Thu Lesch",Fantasy,Left Book Club,1847
19504,WALL·E,Alfonzo Hilpert,Short story,Pantheon Books at Random House,2014
18909,Room,Adolfo Zemlak MD,Fiction narrative,Fearless Books,2017
19559,Jaws,Chantelle McLaughlin,Suspense/Thriller,Libertas Academica,2015
19126,25,"Prof. Jason Breitenberg, Elfrieda Grant",Reference book,Belknap Press,1981
19492,Garry's Mod,Fredric Kris VM,Fiction in verse,Chick Publications,2018
18889,Witness for the Prosecution,Jeffrey Cassin,Textbook,Shuter & Shooter Publishers,1924
19480,Star Wars: Episode VI - Return of the Jedi,"Vanna Hauck LLD, Alphonso Bednar MD, Alanna Mayer",Fairy tale,Orion Books,2006
19074,No Longer at Ease,"Eleanor Stark, Reynalda Conn",Fiction narrative,Harcourt Trade Publishers,2010
18968,Dishonored,"Maynard Strosin CPA, Normand Walter",Crime/Detective,Ten Speed Press,2017
19215,Inglourious Basterds,Fr. Shirley Jones,Essay,Sidgwick & Jackson,2007
19489,Slippery When Wet,Asa Rogahn,Tall tale,Darakwon Press,1967
19527,Shadow Tactics: Blade of the Shogun,Cathy Kovacek PhD,Suspense/Thriller,D. Reidel,1988
19177,The Usual Suspects,"Lyman O'Keefe, Msgr. Shante Weissnat, Edwin Koepp",Textbook,FabJob,2008
19329,Far From the Madding Crowd,"Karma Leffler, Tabetha Fisher",Metafiction,Hodder Headline,2019
19188,Day of the Tentacle,Thanh Prohaska,Comic/Graphic Novel,Etruscan Press,2016
19589,Super Smash Bros. Melee,"Amb. Catarina Mueller, Rep. Vergie Kohler",Fiction narrative,Heyday Books,2005
19169,Command & Conquer: Red Alert 2 - Yuris Revenge,Stasia Hoppe,Fantasy,George Routledge & Sons,1980
19252,L.A. Confidential,Amb. Candace Haag,Historical fiction,Open Court Publishing Company,2022
19025,Guitar Hero,Eugenio Crooks,Mythology,Da Capo Press,2000
19465,Star Wars: Episode IX – The Rise of Skywalker,Gino Kiehn,Folklore,Dalkey Archive Press,1986
19348,Mega Man,Hosea Monahan,Horror,Book League of America,1926
19487,Command & Conquer 4: Tiberian Twilight,Jarod Simonis DVM,Mythopoeia,André Deutsch,1991
19224,In Death Ground,Yuri O'Reilly,Science fiction,Shire Books,1992
19436,La La Land,Dinah Anderson,Suspense/Thriller,Book League of America,1998
19522,Now Sleeps the Crimson Petal,Broderick Lebsack,Folklore,Library of America,1977
18927,Dead Poets Society,Jann Leannon,Tall tale,Blackwell Publishing,1842
19049,Oldeuboi,"Karma Leffler, Tabetha Fisher",Biography/Autobiography,University of Akron Press,1983
19575,Crysis 2,Agustin Stanton III,Horror,Black Library,1990
19113,The Help,Hyacinth Shields IV,Historical fiction,Booktrope,1984
19195,The Waste Land,Alanna Mayer,Fiction in verse,Canongate Books,2001
19019,Backstreet's Back,Chet Runolfsdottir,Short story,Blackie and Son Limited,1981
19056,The Woman in Me,Shane Homenick Sr.,Fantasy,Salt Publishing,1978
19390,Oh! To be in England,"Amb. Deon Herman, Vincenza Jerde, Gerda Torphy",Reference book,Felony & Mayhem Press,2007
19114,...Baby One More Time,"Keneth Crist, Andra Reilly",Biography/Autobiography,Atlantic Books,2020
19525,In a Glass Darkly,Prof. Anastacia Howe,Essay,Matthias Media,1985
18900,Come On Over,"Solange Marks, Donn Jaskolski",Historical fiction,Indiana University Press,1997
18941,Back in Black,Margarita Dietrich,Humor,McClelland and Stewart,2025
18956,The Torment of Others,"Gerda Torphy, Amb. Deon Herman, Vincenza Jerde",Biography/Autobiography,Schocken Books,1991
18867,TRON,Tony O'Hara,Humor,New Holland Publishers,1986
19516,Command & Conquer: Red Alert 3,Christin Johnson,Crime/Detective,Ignatius Press,1980
19495,Frozen,Yuri O'Reilly,Science fiction,Adis International,2024
19547,By Grand Central Station I Sat Down and Wept,Doretta Schuppe,Western,Schocken Books,1998
19529,Command & Conquer: Red Alert,Carolyne West,Historical fiction,Happy House,1980
19416,The Witcher,"Dewayne Heathcote DC, Garland Leannon",Fable,Churchill Livingstone,1877
19554,Off the Wall,"Denisha Cassin, Garfield Blick, Olin Windler",Biography/Autobiography,Apress,1990
19511,Infamous,Carolyne West,Short story,Velazquez Press,1993
19463,The Wings of the Dove,Karma Leffler,Mythology,Salt Publishing,1985
19220,Brothers in Arms,Rep. Vergie Kohler,Mystery,Manning Publications,1879
19523,Jacob Have I Loved,Prof. Jerlene Hintz,Short story,University of California Press,1977
19313,The Soldier's Art,Amb. Catarina Mueller,Narrative nonfiction,Cengage Learning,2015
19260,Sonic Unleashed,Jayme Senger,Mythology,Banner of Truth Trust,2005
19085,Boston,Louis Ryan,Classic,Da Capo Press,2009
19227,"Ah, Wilderness!","Alanna Mayer, Vanna Hauck LLD, Alphonso Bednar MD",Fantasy,Lethe Press,2008
19566,The Legend of Zelda,Prof. Jason Breitenberg,Tall tale,Chatto and Windus,2025
19462,Pokémon Yellow,"Sung Lindgren, Reynalda Conn, Eleanor Stark",Fairy tale,Atlantic Books,1907
19344,Command & Conquer: Rivals,Bruna Skiles,Horror,Parragon,1977
19534,Stranger in a Strange Land,Edgardo Littel III,Humor,Pecan Grove Press,2005
19290,Waiting for the Barbarians,"Benedict Stark, Buddy Ward",Folklore,Hachette Book Group USA,1992
19180,The Green Mile,"Darnell Lakin, Tandra Ebert",Fanfiction,Schocken Books,1992
19106,Nuovo Cinema Paradiso,"Zelma Rempel, Rev. Susanna Christiansen, Jim Renner",Classic,Tate Publishing & Enterprises,2009
19418,F-Zero,Carisa Blick,Fiction narrative,ECW Press,1992
19518,Midnight Memories,Rep. Charlyn Hagenes,Tall tale,Faber and Faber,2018
19471,The Joshua Tree,Broderick Lebsack,Fable,Bison Books,1986
19041,Specimen Days,Gino Kiehn,Folklore,Open Court Publishing Company,2012
19091,Diablo II,Fr. Kacy Reilly,Realistic fiction,Matthias Media,2017
19013,Life of Brian,Carlos Hansen,Classic,Marion Boyars Publishers,2019
19221,The Glory and the Dream,Clementina Dicki,Mystery,Parachute Publishing,1967
19094,The Legend of Zelda: Majora's Mask,Pres. Doug Donnelly,Fanfiction,Pan Books,2024
19135,Pokémon SoulSilver,Tiffani O'Keefe JD,Mystery,St. Martin's Press,2021
19097,Super Mario Sunshine,Sondra O'Reilly,Legend,Basic Books,2010
19442,Stand by Me,Rosalinda McClure,Fantasy,Holt McDougal,1991
19029,Hysteria,Luisa Boehm,Legend,Breslov Research Institute,1996
19240,Star Wars: Episode I – The Phantom Menace,"Joshua Reichel, Denyse Abernathy",Metafiction,George Newnes,1852
19372,The Lathe of Heaven,"Amos Schaden VM, Chantelle McLaughlin, Jenniffer Greenholt, Awilda Sauer Sr.",Crime/Detective,Adis International,1982
19095,Cool Hand Luke,Edgardo Littel III,Textbook,Hay House,1978
19223,The Best Years of Our Lives,Carisa Blick,Reference book,Bloomsbury Publishing Plc,2014
19058,Lemonade,Ms. Jenee Mann,Fanfiction,University of California Press,1997
18966,The Bodyguard,Rob Veum,Mythopoeia,Ignatius Press,1998
19469,Vanity Fair,Delbert Littel,Historical fiction,Firebrand Books,1986
19365,The Road Less Traveled,Fr. Shirley Jones,Legend,Zed Books,1997
19271,Beyond the Mexique Bay,"Arlie Stiedemann, Edwin Koepp, Lyman O'Keefe, Msgr. Shante Weissnat, Simona O'Reilly",Narrative nonfiction,Bloomsbury Publishing Plc,2012
19132,The Wolf of Wall Street,"Karol Mills, Cristie Doyle, Rashida Predovic",Fiction in verse,Mapin Publishing,2021
18855,Minecraft,"Vincenza Jerde, Normand Walter, Amb. Deon Herman, Maynard Strosin CPA, Gerda Torphy",Folklore,Firebrand Books,1977
18878,The Millstone,"Mui Upton DC, Audrea Reynolds",Crime/Detective,United States Government Publishing Office,2025
19040,Super Meat Boy,"Stacy Quitzon, Ocie Barton, Matthew Stark",Legend,Hay House,1845
19573,Brand New Eyes,Audra Wehner Jr.,Short story,Harcourt Assessment,2006
18916,The Bodyguard,Rob Veum,Mythopoeia,Cisco Press,2016
18901,If I Forget Thee Jerusalem,"Sondra O'Reilly, Christin Johnson",Fable,University of Akron Press,2000
19443,This Side of Paradise,Odessa Hartmann,Humor,Atlas Press,1978
19296,The Widening Gyre,Fr. Taina Bernier,Crime/Detective,United States Government Publishing Office,1961
19010,Call of Duty: Modern Warfare 2,"Son Mueller, Milton Graham",Short story,DAW Books,1983
18890,Viva la Vida or Death and All His Friends,"Fr. Kacy Reilly, Carisa Blick",Short story,Bison Books,2005
19119,To Kill a Mockingbird,Joshua Hamill II,Biography/Autobiography,Kodansha,2010
19371,The Witcher,"Dewayne Heathcote DC, Garland Leannon",Fable,Harvard University Press,1857
